,id,group,category,images,size,colour,season,price,made_in,clothes_care,brand
633, _ 0673/188,Niña,Pantalones,3,6-7 años (120 cm)-13-14 años (164 cm),1,Primavera-Verano,"9,95",CAMBOYA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - Se puede usar secadora temperatura reducida,Zara
634, _ 6201/613,Niña,Pantalones,3,6 años (116 cm)-13-14 años (164 cm),2,Primavera-Verano,"12,95",TURQUÍA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
635, _ 5767/603,Niña,Pantalones,3,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"15,95",PORTUGAL,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - No limpieza en seco - No usar secadora,Zara
636, _ 1608/612,Niña,Pantalones,4,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"17,95",TURQUÍA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
637, _ 0071/122,Niña,Pantalones,3,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"5,95",BANGLADESH,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
638, _ 1044/111,Niña,Pantalones,5,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"10,95",BANGLADESH,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
639, _ 0071/133,Niña,Pantalones,4,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"5,95",BANGLADESH,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
640, _ 5796/650,Niña,Pantalones,3,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"19,95",INDIA,Lavar a máquina max. 40ºC centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
641, _ 0071/125,Niña,Pantalones,5,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"10,95",BANGLADESH,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
642, _ 0722/126,Niña,Pantalones,4,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"5,95",BANGLADESH,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
